1,Item,Page 17-18,Categories,Sub-Categories,Group Item,Group Components,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
668,CM7291EX-CK-BED,39,Bedroom,Beds,Y,"CM7291EX-CK-HB, CM7291EX-CK-FB, CM7291EX-CK-R",Cal.King Bed,Furniture of America Gerico II Contemporary Cal.King Bed,,3,0,0,0,34.4,222.8,"89 1/2""L X 75 1/2""W X 49""H",Contemporary,,,,Cal.King,Gerico II,CM7291EX.jpg,Espresso,Contemporary Style,Storage Platform Bed,Bookcase H/B w/ Lighting,2 Drawers in F/B,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,"Sleek and modern, this bedroom set offers a package of features that you will want in your bedroom. It has bookcase headboard with lights for bedtime reading and two extra drawers in the footboad for more storage. As a platform bed, it is mattress-re ady and available in either brown cherry or espresso finish. -"
680,CM7053CK-BED,40,Bedroom,Beds,Y,"CM7053CK-HB, CM7053CK-FB, CM7053CK-R13",Cal.King Bed,Furniture of America Brooklyn Contemporary Cal.King Bed,,3,0,0,0,41.2,260,"96""L X 75""W X 51""H",Contemporary,,,,Cal.King,Brooklyn,CM7053.jpg,Espresso,Platform Bed,Book Case & 4 Drawers,Slat Kit Included,"Solid Wood, Wood Veneer & Others",Espresso Finish,,,,,,"The simple design, clean lines and the beautiful espresso finish allows the Brooklyn set to blend easily with other styles in your home. Brushed nickel knobs accent the modern curves of the chest, dresser and night stand. The bookcase headboard and m edia chest provide the extra storage that we all love. -"
701,CM7059CK-BED,40,Bedroom,Beds,Y,"CM7059CK-HB&amp;FB&amp;DR, CM7059CK-R13",Cal.King Bed,Furniture of America Yorkville Contemporary Cal.King Bed,,2,0,0,0,51.3,290.4,"97 1/2""L X 75 1/4""W X 53""H",Contemporary,,,,Cal.King,Yorkville,CM7059.jpg,Espresso,Platform Bed,Book Case & 6 Drawers,Slat Kit Included,"Solid Wood, Wood Veneer & Others",Espresso Finish,,,,,,"Designed with a contemporary lifestyle in mind, this set features the convenience of sleek and functional extra storage in both the bookcase headboard and footboard. The smooth espresso finish of the solid woods and veneer adds to the updated design  and will be the centerpiece of your home. -"
710,CM7066CK-BED,41,Bedroom,Beds,Y,"CM7066CK-HB, CM7066CK-FB, CM7066CK-R9",Cal.King Bed,Furniture of America Enrico III Contemporary Cal.King Bed,,3,0,0,0,25.7,188.1,"88 3/4""L X 75 5/8""W X 49 1/8""H",Contemporary,"Leatherette, Solid Wood, Wood Veneer & Others",,,Cal.King,Enrico III,CM7066.jpg,Brown Cherry,Contemporary Style,Storage Platform Bed,Padded Leatherette H/B,2 Drawers in F/B,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,"Perfect for the urban lifestyle, the sleek modern design of the storage bed with the padded leatherette headboard will be a stand out for any home. Extra storage in the footboard and brushed nickel hardware add to the excitement of this urban set. Th e finish comes in either brown cherry or espresso. -"
718,CM7066EX-CK-BED,41,Bedroom,Beds,Y,"CM7066EX-CK-HB, CM7066EX-CK-FB, CM7066EX-CK-R9",Cal.King Bed,Furniture of America Enrico III Contemporary Cal.King Bed,,3,0,0,0,25.7,188.1,"88 3/4""L X 75 5/8""W X 49 1/8""H",Contemporary,"Leatherette, Solid Wood, Wood Veneer & Others",,,Cal.King,Enrico III,CM7066EX.jpg,Espresso,Contemporary Style,Storage Platform Bed,Padded Leatherette H/B,2 Drawers in F/B,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,"Perfect for the urban lifestyle, the sleek modern design of the storage bed with the padded leatherette headboard will be a stand out for any home. Extra storage in the footboard and brushed nickel hardware add to the excitement of this urban set. Th e finish comes in either brown cherry or espresso. -"
779,CM7088CK-BED,43,Bedroom,Beds,Y,"CM7088CK-HB, CM7088CK-FB, CM7088CK-R13",Cal.King Bed,Furniture of America Enrico I Contemporary Cal.King Bed,,3,0,0,0,12.3,154.7,"89 1/4""L X 75 1/2""W X 49""H",Contemporary,"Leatherette, Solid Wood, Wood Veneer & Others",,,Cal.King,Enrico I,CM7088.jpg,Espresso,Contemporary Style,Platform Bed,Padded Leatherette H/B,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,"Update your bedroom with sleek contemporary styling and design. The platform bed features a padded leatherette headboard. Matching chest, dresser, night stand and media chest round out the up to date group and are the perfect additions to the contemp orary home. The finish comes in two colors. -"
797,CM7652L-CK-BED,44,Bedroom,Beds,Y,"CM7652L-CK-HB, CM7652L-CK-FB, CM7652L-CK-R13",Cal.King Bed,Furniture of America Laguna Hills Contemporary Cal.King Bed,,3,0,0,0,41.6,229.9,"95 3/4""L X 78""W X 58""H",Contemporary,"Leatherette, Solid Wood, Wood Veneer & Others",,,Cal.King,Laguna Hills,CM7652L.jpg,Black,Contemporary Style,Platform Bed,Padded Leatherette H/B,2 Drawers in Fb,Chrome Handles,"Solid Wood, Wood Veneer & Others",Black Finish,,,,"The great style and appeal of leatherette is accented with a nailhead trim. The sleek black finish adds elegance to any bedroom, while the modern style platform bed has an extra bonus of added storage in the footboard. Case goods have unique chrome h andles. -"
812,CM7807CK-BED,44,Bedroom,Beds,Y,"CM7807CK-HB, CM7807CK-FB, CM7807CK-R9",Cal.King Bed,Furniture of America Enrico V Contemporary Cal.King Bed,,3,0,0,0,24.4,188.1,"88 3/4""L X 75 5/8""W X 49 1/8""H",Contemporary,,,,Cal.King,Enrico V,CM7807.jpg,Brown Cherry,Contemporary Style,Storage Platform Bed,2 Drawers in F/B,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,,"Packed with features, the simple clean lines of the Enrico V group offer versatility, modern style and great function. Extra drawers in the storage platform bed and media chest make this set truly functional. The modern brown cherry finish is accente d with updated brushed nickel pulls. -"
828,CM7483CK-BED,45,Bedroom,Beds,Y,"CM7483CK-HB, CM7483CK-FB, CM7483CK-R",Cal.King Bed,Furniture of America FERRERO Transitional Cal.King Bed,,3,0,0,0,20.9,132,"87""L X 63 5/8""W X 52""H",Transitional,,,,Cal.King,FERRERO,CM7483.jpg,Brown Cherry,Transitional Style,Smooth Panel Headboard,Round Metal Knob Handles,Tapered Legs,"Solid Wood, Wood Veneer, Others*",Brown Cherry Finish,,,,,"Highlight the best of your bedroom’s style with this set’s subtle elements. From the gently curved headboard of the bed to the tapering legs supporting each piece, the transitional appeal subtly brings out the key features of your bedroom with its cr isp and clean lines. Let the brown cherry finish enhance the warm and inviting feeling of your bedroom as it contrasts with the round knobs adorning each case good. -"
840,CM7448CK-BED,46,Bedroom,Beds,Y,"CM7448CK-HB, CM7448CK-FB, CM7448CK-R",Cal.King Bed,Furniture of America Avantgarde Cottage Cal.King Bed,,3,0,0,0,24.1,168.1,"93 3/8""L X 81 1/2""W X 64""H",Cottage,"Solid Wood, Wood Veneer & Others",,,Cal.King,Avantgarde,CM7448.jpg,Weathered Elm,Country Style,Slatted Headboard & Footboard,USB/Power Outlet in Night Stand,Felt-lined Top Drawers,Solid Wood/Wood Veneer/Others,Weathered Elm Finish,,,,,Escape into a relaxed state with this open and unfettered bedroom collection. The slatted design of the headboard and footboard creates a warm visual eff ect that enhances the country appeal. Metal accents adorning the corners pair beautifully with e ach c -
853,CM7449CK-BED,46,Bedroom,Beds,Y,"CM7449CK-HB, CM7449CK-FB, CM7449CK-R",Cal.King Bed,Furniture of America PIONEER Cottage Cal.King Bed,VN,3,0,0,0,23.7,188.1,"92""L X 81 3/4""W X 63 3/4""H",Cottage,,,,Cal.King,PIONEER,CM7449.jpg,Burnished Pine,Country Style,Platform Bed,USB/Power Outlet in Night Stand,Felt-lined Top Drawers,"Solid Wood, Wood Veneer & Others",Burnished Pine Finish,,,,,This classic old-fashioned bedroom suite wears a burnished pine finish with metal accents. The complementing case goods have matching hardware transforming any bedroom into a timeless living area. - -
870,CM7351CK-BED,47,Bedroom,Beds,Y,"CM7351CK-HB-2, CM7351CK-FB-1, CM7351CK-R-3",Cal.King Bed,Furniture of America Loxley Transitional Cal.King Bed,,3,0,0,0,22.3,120.34,"91""L X 77 5/8""W X 54 1/4""H",Transitional,,,,Cal.King,Loxley,CM7351.jpg,Weathered Oak,Transitional Style,"Solid Wood, Wood Veneer & Others",Weathered Oak Finish,Available in 2 Designs,,,,,,,"The design of this bedroom set is rather understated, yet beyond its stereotypical rectangular headboard and footboard, there is a regal feeling that comes with its unique weathered oak finish. With the choice of a high footboard or a low profile bed , this worn-out look is sure to be an instant classic. -"
881,CM7351L-CK-BED,47,Bedroom,Beds,Y,"CM7351CK-HB-2, CM7351CK-LFB-1, CM7351CK-R-3",Cal.King Bed,Furniture of America Loxley Transitional Cal.King Bed,,3,0,0,0,19.5,112.42,"91""L X 77 5/8""W X 54 1/4""H",Transitional,,,,Cal.King,Loxley,CM7351L.jpg,Weathered Oak,Transitional Style,"Solid Wood, Wood Veneer & Others",Weathered Oak Finish,Available in 2 Designs,,,,,,,"The design of this bedroom set is rather understated, yet beyond its stereotypical rectangular headboard and footboard, there is a regal feeling that comes with its unique weathered oak finish. With the choice of a high footboard or a low profile bed , this worn-out look is sure to be an instant classic. -"
892,CM7382CK-BED,48,Bedroom,Beds,Y,"CM7382CK-HBFB, CM7382CK-R",Cal.King Bed,Furniture of America Rexburg Rustic Cal.King Bed,,2,0,0,0,13.2,127.6,"90 1/2""L X 79""W X 52""H",Rustic,"Solid Wood, Wood Veneer & Others",,,Cal.King,Rexburg,CM7382.jpg,Dark Gray Wire-Brushed,Transitional Style,Panel Headboard,5mm Beveled Mirror,Metal Bar Handles,Solid Wood/Wood Veneer/Others,Dark Gray Wire-Brushed Finish,,,,,"Style your bedroom in a look you're sure to love! The wire-brushed finish of this set adds a unique touch to its transitional design. Featuring a tall panel headboard paired with a low profile footboard, this bed will add subtle dimension to your hom e. Matching case goods boast wood detailed panels and metal bar handles. -"
912,CM7693CK-BED,49,Bedroom,Beds,Y,"CM7693CK-HB, CM7693CK-FB, CM7693CK-R",Cal.King Bed,Furniture of America Hamberg Rustic Cal.King Bed,,3,0,0,0,19.5,183.7,"90 1/4""L X 79 3/4""W X 52""H",Rustic,"Solid Wood, Wood Veneer & Others",,,Cal.King,Hamberg,CM7693.jpg,Black/Oak,Transitional Style,Panel Headboard,Solid Wood/Wood Veneer/Others,Two-tone Design,Felt-Lined Top Drawers,Black & Oak Finish,,,,,"What do you get when you pair the bold two-tone colors of black and oak finish with transitional design? This lovely collection, of course! The cool combination of dark finishes and metal accents prove to be both stylish and easily pairable. The tall  panel headboard and mesmerizing case goods each feature oak wood panels framed by bold black borders. Complete with metal hardware and felt-lined top drawers. -"
964,CM7792CK-BED,51,Bedroom,Beds,Y,"CM7792CK-HB, CM7792CK-FB, CM7792CK-R",Cal.King Bed,Furniture of America SNYDER Transitional Cal.King Bed,,3,0,0,0,13,139.8,"89""L X 80 7/8""W X 48""H",Transitional,,,,Cal.King,SNYDER,CM7792.jpg,Brown Cherry,Transitional Style,Panel Headboard,Cabinet on Matching Dresser,Chrome Handles,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,"Gorgeous lines and sleek bases give this bedroom furniture a distinctive contemporary edge. A panel headboard, with a low profile footboard - this transitional style bedroom collection adds modern comfort and stylish elegance to any bedroom settings. - -"
974,CM7792EX-CK-BED,51,Bedroom,Beds,Y,"CM7792EX-CK-HB, CM7792EX-CK-FB, CM7792EX-CK-R",Cal.King Bed,Furniture of America SNYDER Transitional Cal.King Bed,,3,0,0,0,13,139.8,"89""L X 79 1/2""W X 48""H",Transitional,,,,Cal.King,SNYDER,CM7792EX.jpg,Espresso,,,,,,,,,,,"Gorgeous lines and sleek bases give this bedroom furniture a distinctive contemporary edge. With a panel headboard with a low profile footboard, this transitional style bed adds modern comfort and structure to any bedroom settings. - -"
1087,CM7386A-CK-BED,54,Bedroom,Beds,Y,"CM7386A-CK-HB, CM7386A-CK-FB, CM7386A-CK-R",Cal.King Bed,Furniture of America Lennart Midcentury Modern Cal.King Bed,,3,0,0,0,12.6,138,"90 1/2""L X 80 1/2""W X 48""H",Midcentury Modern,"Solid Wood, Wood Veneer & Others",,,Cal.King,Lennart,CM7386A.jpg,Oak,Mid-Century Modern Style,Round Tapered Legs,Smooth Panel Headboard,Recessed Drawer Handles,Standalone Oval Mirror,Solid Wood/Wood Veneer/Others,Oak Finish,,,,"For a quick modern update to your home, this collection will add that trendy mid-century appeal. Featuring an oak finish and two headboard options, this panel bed is complete in a platform style with an included mattress ready slat kit. Coordinating  case goods boast slim flared legs and recessed handle drawer pulls. A choice of oval or rectangular wall mountable mirror completes this set. -"
1111,CM7387A-CK-BED,54,Bedroom,Beds,Y,"CM7387A-CK-HB, CM7387A-CK-FB, CM7387A-CK-R",Cal.King Bed,Furniture of America Lennart Midcentury Modern Cal.King Bed,,3,0,0,0,17.4,157.6,"91""L X 79 5/8""W X 52""H",Midcentury Modern,"Linen-like Fabric, Solid Wood, Wood Veneer & Others",,,Cal.King,Lennart,CM7387A-oval.jpg,Oak,Mid-Century Modern Style,Round Tapered Legs,Fabric Headboard,Recessed Drawer Handles,Standalone Oval Mirror,Solid Wood/Wood Veneer/Others,Oak Finish,,,,"For a quick modern update to your home, this collection will add that trendy mid-century appeal. Featuring an oak finish and two headboard options, this panel bed is complete in a platform style with an included mattress ready slat kit. Coordinating  case goods boast slim flared legs and recessed handle drawer pulls. A choice of oval or rectangular wall mountable mirror completes this set. -"
1127,CM7386GY-CK-BED,55,Bedroom,Beds,Y,"CM7386GY-CK-HB, CM7386GY-CK-FB, CM7386GY-CK-R",Cal.King Bed,Furniture of America Lennart Midcentury Modern Cal.King Bed,,3,0,0,0,12.7,138,"90 1/2""L X 80 1/2""W X 48""H",Midcentury Modern,"Solid Wood, Wood Veneer & Others",,,Cal.King,Lennart,CM7386GY-oval.jpg,Gray,Mid-Century Modern Style,Round Tapered Legs,Smooth Panel Headboard,Recessed Drawer Handles,Standalone Oval Mirror,Solid Wood/Wood Veneer/Others,Gray Finish,,,,"For a quick modern update to your home, this collection will add that trendy mid-century appeal. Featuring a gray finish and two headboard options, this panel bed is complete in a platform style with an included mattress ready slat kit. Coordinating  case goods boast slim flared legs and recessed handle drawer pulls. A choice of oval or rectangular wall mountable mirror completes this set. -"
1151,CM7387GY-CK-BED,55,Bedroom,Beds,Y,"CM7387GY-CK-HB, CM7387GY-CK-FB, CM7387GY-CK-R",Cal.King Bed,Furniture of America Lennart Midcentury Modern Cal.King Bed,,3,0,0,0,17.4,157.6,"90 1/2""L X 80 1/2""W X 48""H",Midcentury Modern,"Linen-like Fabric, Solid Wood, Wood Veneer & Others",,,Cal.King,Lennart,CM7387GY-oval.jpg,Gray,Mid-Century Modern Style,Round Tapered Legs,Fabric Headboard,Recessed Drawer Handles,Standalone Oval Mirror,Solid Wood/Wood Veneer/Others,Gray Finish,,,,"For a quick modern update to your home, this collection will add that trendy mid-century appeal. Featuring a gray finish and two headboard options, this panel bed is complete in a platform style with an included mattress ready slat kit. Coordinating  case goods boast slim flared legs and recessed handle drawer pulls. A choice of oval or rectangular wall mountable mirror completes this set. -"
1220,CM7263CK-BED,60,Bedroom,Beds,Y,"CM7263CK-HB, CM7263CK-FB, CM7263CK-R",Cal.King Bed,Furniture of America BRAUNFELS Contemporary Cal.King Bed,,3,0,0,0,14.1,147.1,"89 1/2""L X 79 1/4""W X 58""H",Contemporary,,,,Cal.King,BRAUNFELS,CM7263.jpg,"Black, Gold",Contemporary Style,Hidden Drawer in Night Stand and Dresser,English Dovetail Drawer Construction,Felt-lined Top Drawers,"Solid Wood, Wood Veneer, Others*",Black & Gold Finish,,,,,"The bold black finish of this contemporary bedroom collection is highlighted with shimmering gold trim for a high end look that is beyond glamorous! The rounded panels of upholstery enhance the headboard while decorative ring drawer pulls add a touch  of sophistication that will have you wanting more. Finish your bedroom collection with the nightstand or dresser, each of which feature a hidden drawer to keep valuables tucked safely away. -"
1236,CM7385CK-BED,61,Bedroom,Beds,Y,"CM7385CK-HB, CM7385CK-FB, CM7385CK-R",Cal.King Bed,Furniture of America Balfour Transitional Cal.King Bed,,3,0,0,0,23.2,267.3,"89 1/4""L X 78 7/8""W X 62""H",Transitional,"Solid Wood, Wood Veneer & Others",,,Cal.King,Balfour,CM7385.jpg,Brown Cherry,Transitional Style,2 Drawers in Footboard,Square Metal Drawer Pulls,Felt-Lined Top Drawers,Padded Leatherette Headboard,Jewelry Case w/ Mirror in Chest,Solid Wood/Wood Veneer/Others,Brown Cherry Finish,,,"The dark bold finish of this collection is off set by the large metal handles, giving this set a transitional look that will remain a classic for years! With smooth carved panels and easy-pull metal glides, each case good adds functionality and style . Added storage space come in the form of built-in footboard drawers, while the stylized upholstered headboard provides extra comfort. -"
1253,CM7616CK-BED,62,Bedroom,Beds,Y,"CM7616CK-HB, CM7616CK-FB, CM7616CK-R",Cal.King Bed,Furniture of America SAFIRE Contemporary Cal.King Bed,,3,0,0,0,34.8,239.8,"89 1/2""L X 80 3/4""W X 63""H",Contemporary,,,,Cal.King,SAFIRE,CM7616.jpg,Brown Cherry,Contemporary Style,Storage Platform Bed,Tapered Legs,2 Drawers in Footboard,Curved Wood Panels on H/B & Case Goods,Felt-lined Top Drawers,"Solid Wood, Wood Veneer, Others*",Brown Cherry Finish,,,The perfect bedroom set to declutter and organize while maintaining style. This brown cherry finished bed set showcases unique geometric woodwork for a modern charm. Two footboard drawers and paired case goods provide ample storage space to reorganiz e and tidy up your bedroom. Silver trim accents and matching silver drawer pulls add a faint glamorous touch to brighten up your room! -
